lianjia_addressinfo,gaode_addressinfo,longitude,latitude,unit_price
新洲花园 ,新洲花园(新洲十一街),114.048222,22.526354,53434
松坪村西区三期 ,松坪村3期西区,113.955295,22.559367,68466
中信海阔天空 ,中信·海阔天空雅居,113.944859,22.525944,106781
翰岭院 ,翰岭院,114.068869,22.572121,69732
松坪村菊苑 ,松坪村菊苑,113.952745,22.557259,56260
新洲花园 ,新洲花园(新洲十一街),114.048222,22.526354,53434
华业玫瑰四季馨园一期 ,别舍家居(华业玫瑰四季馨园店),114.018071,22.625783,61495
阳光翠园 ,阳光翠园,114.141181,22.600635,32530
中加名园 ,中加名园,114.121888,22.592852,42046
海语西湾 ,海语西湾,113.866003,22.55673,61353
花半里别馆 ,花半里别馆,114.120895,22.579823,49895
东部翠海轩 ,东部翠海轩,114.242647,22.562582,43192
富通好旺角二期 ,富通好旺角2期,113.889306,22.557704,64000
香荔绿洲 ,香荔绿洲,114.026051,22.540762,113777
万科城二期 ,万科城2期,114.06855,22.64487,77387
特发和平里二期 ,特发·和平里2期,114.011111,22.641837,55705
大塘垅小区 ,大塘垅小区,114.113166,22.554563,51769
万科城三期 ,万科城3期,114.068278,22.644571,58836
博林天瑞 ,博林天瑞,113.972932,22.583872,75335
中海九号公馆一期 ,中海九号公馆,113.899555,22.600308,113935
全盛紫悦龙庭 ,紫悦龙庭,114.239109,22.730843,58215
珑禧 ,珑禧雅苑,114.245124,22.739732,33589
益田名园 ,深圳益田名园,114.051042,22.517668,71798
星河银湖谷 ,星河银湖谷(建设中),114.061488,22.60506,75772
华润城润府一期 ,华润城润府1期,113.954383,22.548143,87741
龙华花半里花园 ,龙华·花半里,114.048103,22.673487,42352
阳光天健城 ,阳光·天健城,114.220392,22.701247,57826
花样年花乡 ,花样年·花乡,113.883,22.565057,65102
银信中心二期 ,银信中心2期,114.207924,22.646519,46219
佳兆业城市广场一期 ,佳兆业·城市广场1期,114.075496,22.660771,58658
中洲华府 ,中洲地产中央公园,113.905284,22.573129,73620
华侨城LOFT公馆 ,锦绣花园4期,113.994869,22.536993,96464
新世界鹿茵翠地 ,新世界鹿茵翠地,114.161527,22.559385,61676
公园大地五期 ,公园大地5期,114.236646,22.710421,55324
尚景华园 ,尚景华园,114.242164,22.726825,36097
山水情家园 ,山水情家园,113.907337,22.511628,65198
黄金大厦 ,黄金大厦停车场(出入口),113.889063,22.575194,52940
诺德假日花园 ,诺德假日花园,113.903114,22.509892,84764
置地逸轩 ,置地逸轩,114.121108,22.537317,58213
宝雅花园 ,宝雅花园,113.916836,22.573037,52330
城投七里香榭 ,城投·七里香榭,114.026063,22.630434,62079
山语华庭 ,山语华庭,113.897948,22.589369,53230
信义嘉御山 ,信义·嘉御山,114.058528,22.635734,52907
白金酒店公寓 ,白金酒店公寓,113.899878,22.564493,58950
波托菲诺纯水岸十五期 ,波托菲诺纯水岸15期,113.97206,22.548935,149982
阳光棕榈园一期 ,中海阳光棕榈园1期,113.914633,22.533427,78159
新德家园 ,新德家园,113.914473,22.52892,71394
英郡年华 ,英郡年华,114.149971,22.616613,56798
花语岸 ,坤祥花语岸,114.115982,22.613525,43399
新天地名居 ,新天地名居(北斗路),114.134079,22.544389,49657
波托菲诺纯水岸十六期 ,华侨城·波托菲诺纯水岸16期,113.971371,22.549498,129141
康欣园 ,康欣园,114.038067,22.553424,60387
万科第五园七期 ,万科璞悦山幼儿园,114.075329,22.615189,68447
鸿荣源尚峰 ,鸿荣源·尚峰,114.138161,22.623789,60928
山海津 ,山海津,113.899904,22.482694,54761
白金时代 ,白金时代公寓,113.896959,22.565954,65016
阳光棕榈园二期 ,中海阳光棕榈园2期,113.913452,22.527373,64114
上东湾 ,上东湾,114.228812,22.549764,63586
青年城邦园 ,青年城邦园,114.021832,22.65197,47514
山海津 ,山海津,113.899904,22.482694,58064
上东湾 ,上东湾,114.228812,22.549764,65507
君悦阁 ,君悦阁,114.092797,22.542091,84488
倚山时代雅居 ,倚山时代,114.263915,22.590096,66985
信义荔山公馆 ,信义·荔山公馆,114.126207,22.592345,54816
天悦龙庭一期 ,中民财富(金兰路),113.886007,22.557173,80428
天悦龙庭一期 ,中民财富(金兰路),113.886007,22.557173,80428
麓园 ,麓园,114.220051,22.732648,38605
招商依山郡 ,招商·依山郡,114.220212,22.729761,36023
碧海富通城三期 ,碧海富通城3期,113.85511,22.566576,61083
百合山庄 ,百合山庄,114.120223,22.595289,40844
嘉洲富苑 ,嘉洲富苑,114.045903,22.52626,64666
阳光新干线家园 ,阳光新干线家园,114.127126,22.537757,46181
银座金钻 ,银座金钻,114.121798,22.541502,44321
百丽湾 ,百丽湾,113.941589,22.499428,99708
THETOWN乐城 ,乐城(坳牌路),114.224351,22.675946,44044
皇庭世纪 ,皇庭世纪,114.057471,22.525952,72437
特发和平里二期 ,特发·和平里2期,114.011111,22.641837,52831
壹海城玺湾 ,壹海城·玺湾,114.23904,22.551251,75686
港铁天颂 ,港铁天颂,114.011212,22.644684,61887
金色都汇 ,金色都汇,114.125706,22.540438,52975
兴业大厦 ,兴业大厦,114.020501,22.643553,38868
中信红树湾南区 ,中信红树湾2期,113.964819,22.525872,122191
畔山花园 ,畔山花园(罗沙公路辅路),114.176705,22.561572,36434
韵动家园 ,韵动家园,114.038275,22.526499,61774
缔馨园 ,缔馨园,114.051681,22.525258,80455
旭飞华达园 ,旭飞华达园,114.129501,22.572259,48291
中央悦城 ,中央悦城,114.24206,22.732298,39424
祥云天都世纪大厦 ,祥云·天都世纪,114.04398,22.521046,53163
富通好旺角一期 ,富通·好旺角1期,113.889569,22.55771,97485
京基御景华城 ,京基御景华城,114.085983,22.532612,56845
振业天峦 ,振业天峦,114.26273,22.682034,38140
田苑小区 ,田苑小区,114.124794,22.564417,59752
世外桃源二区 ,世外桃源(南门),113.860121,22.613821,41903
华润城润府一期 ,华润城润府1期,113.954383,22.548143,98999
THETOWN乐城 ,乐城(坳牌路),114.224351,22.675946,45191
招商果岭花园 ,招商果岭,113.857716,22.58486,57988
华润城润府一期 ,华润城润府1期,113.954383,22.548143,98999
海岸时代公寓 ,海岸时代公寓,113.915665,22.540805,49698
嘉葆润金座 ,嘉葆润金座,114.047756,22.523889,89830
嘉葆润金座 ,嘉葆润金座,114.047756,22.523889,98917
欧陆经典 ,欧陆经典花园,113.970379,22.559453,68462
金亨利首府 ,金亨利·都荟首府,114.026421,22.618949,93102
一辉花园 ,一辉花园,113.972691,22.550227,80622
幸福城二期 ,幸福城3期,114.037024,22.661354,72565
翠景山庄 ,翠景山庄,114.128078,22.578032,52001
宝龙苑 ,宝龙苑,114.138737,22.570368,59881
宝能悦澜山花园 ,悦澜山花园,114.250766,22.734843,51971
万科天誉二期 ,万科天誉花园2期,114.245501,22.712873,53354
六和城 ,六和城,114.338688,22.692762,33237
悠然天地家园 ,悠然天地,113.926477,22.538327,109921
汇文楼 ,汇文楼,113.983465,22.539338,69759
科苑学里 ,科苑学里,113.952572,22.549846,99568
春华四季园二期 ,春华四季园2期,114.055382,22.622855,54455
卓弘高尔夫雅苑 ,卓弘·高尔夫雅苑,114.271049,22.691292,38577
振业城上观 ,振业城上观,114.180894,22.644573,40525
万科天誉 ,万科广场(西埔西街),114.243682,22.714337,53925
合正中央原著 ,合正中央原著,114.022166,22.630356,65142
中信红树湾南区 ,中信红树湾2期,113.964819,22.525872,144231
翡翠名园 ,翡翠名园,114.06657,22.56225,72576
万科九龙山 ,万科九龙山,114.020779,22.712141,59979
中信红树湾北区 ,中信红树湾3期,113.965701,22.529292,142339
十二橡树庄园一期 ,十二橡树庄园,114.066461,22.624214,109992
盛世鹏程 ,盛世鹏程,114.097563,22.556781,81946
美庐锦园 ,美庐锦园,113.966182,22.53615,75617
紫薇花园 ,紫薇花园(龙潭路),114.24052,22.71796,33948
金成时代家园 ,金成时代家园,113.882576,22.562466,62721
金地梅陇镇二期 ,金地梅陇镇2期,114.033093,22.631632,59032
鹏兴花园二期 ,鹏兴花园2期,114.164299,22.562465,67077
福景大厦 ,福景大厦,114.069024,22.544357,68308
安源居 ,安源居(庄边路),113.88165,22.58336,39818
风和日丽 ,风和日丽,114.029904,22.640868,41521
澳城花园一期 ,澳城花园1期,113.938446,22.487882,141583
雅仕荔景苑 ,雅仕荔景苑,113.926702,22.510845,67278
益田花园 ,益田花园,114.057736,22.513034,61451
大益广场 ,大益广场,113.869147,22.579931,41928
自由港湾公寓 ,自由港湾公寓,114.050308,22.509048,44383
水晶之城 ,水晶之城,114.225134,22.669706,31484
深业上城 ,深业上城北区公寓,114.070226,22.556923,110746
润华苑 ,润华苑,114.041925,22.567007,54317
莱蒙水榭春天三期 ,莱蒙水榭春天3期,114.024911,22.627694,67705
特发和平里 ,特发·和平里1期,114.012675,22.64328,59528
锦绣花园 ,锦绣花园(深南大道),113.995548,22.53454,40651
新海大厦 ,新海大厦,113.92362,22.538811,47018
龙翔花园 ,龙翔花园(下水径二街),114.11061,22.611165,37766
金色年华家园 ,金色年华,114.17174,22.562137,61394
绿洲丰和 ,绿洲丰和家园,114.050927,22.527144,85605
京基御景华城 ,京基御景华城,114.085983,22.532612,53858
中粮一品澜山花园 ,中粮一品澜山花园,114.373163,22.73148,28881
景源华庭 ,景源华庭,114.067526,22.524873,59690
京基东方华都 ,京基·东方华都,114.129098,22.551301,60714
杰恩大厦 ,杰恩大厦,114.094882,22.536135,40178
春华四季园二期 ,春华四季园2期,114.055382,22.622855,48681
皇庭世纪 ,皇庭世纪,114.057471,22.525952,74166
越海家园 ,越海家园,114.006826,22.535162,83667
今日家园 ,今日家园(东昌路),114.136134,22.581274,66656
水晶之城 ,水晶之城,114.225134,22.669706,53057
东安花园 ,东安花园,114.13745,22.571085,44295
信义锦绣花园 ,信义锦绣花园,114.190834,22.646138,41747
帝涛豪园 ,帝涛豪园,114.058374,22.510126,57930
富怡花园 ,富怡花园,113.899033,22.559567,41667
朗庭豪园 ,朗庭豪园,114.059851,22.510592,55804
万事达名苑 ,万事达名苑(太宁路),114.135526,22.568664,49542
科苑学里 ,科苑学里,113.952572,22.549846,94761
龙园山庄 ,龙园山庄,114.109802,22.587588,53743
公园大地五期 ,公园大地5期,114.236646,22.710421,55407
新世界家园 ,新世界家园,114.053213,22.565278,59233
华浩源A区 ,华浩源A区,114.124846,22.623689,44762
京隆苑 ,京隆苑,114.059037,22.514667,67732
众冠花园 ,众冠花园,113.957343,22.579965,50665
乐山居 ,乐山居,114.090001,22.563327,48984
碧岭华庭 ,碧岭华庭,114.125843,22.579091,51999
万科温馨家园 ,万科温馨家园,114.019386,22.554751,87592
万科第五园二期 ,万科第五园(一二期),114.071239,22.61215,55593
龙园山庄 ,龙园山庄,114.109802,22.587588,39112
云景豪园 ,云景豪园,114.126797,22.540193,48484
国展苑一期 ,国展苑,114.118748,22.595281,33140
碧波楼 ,碧波楼,114.113332,22.552732,37125
大世纪花园 ,大世纪花园,114.126011,22.610479,41032
新中苑 ,新中苑(新洲九街),114.042569,22.524237,46330
擎天华庭 ,擎天华庭,114.044463,22.55106,74344
布吉中心花园 ,布吉中心花园,114.130526,22.609,45009
中海怡美山庄 ,中海怡美山庄,114.186091,22.647459,36685
中海康城花园二期 ,中海康城花园,114.206844,22.707388,42310
诗宁大厦 ,诗宁大厦,114.234638,22.551011,34887
华浩源A区 ,华浩源A区,114.124846,22.623689,39068
山语华庭 ,山语华庭,113.897948,22.589369,53230
田苑小区 ,田苑小区,114.124794,22.564417,59752
世外桃源二区 ,世外桃源(南门),113.860121,22.613821,41903
THETOWN乐城 ,乐城(坳牌路),114.224351,22.675946,45191
招商果岭花园 ,招商果岭,113.857716,22.58486,57988
丽湖花园二期 ,丽湖花园,114.107336,22.630122,34716
华润城润府一期 ,华润城润府1期,113.954383,22.548143,98999
海岸时代公寓 ,海岸时代公寓,113.915665,22.540805,49698
嘉葆润金座 ,嘉葆润金座,114.047756,22.523889,89830
嘉葆润金座 ,嘉葆润金座,114.047756,22.523889,98917
欧陆经典 ,欧陆经典花园,113.970379,22.559453,68462
金亨利首府 ,金亨利·都荟首府,114.026421,22.618949,93102
一辉花园 ,一辉花园,113.972691,22.550227,80622
幸福城二期 ,幸福城3期,114.037024,22.661354,72565
翠景山庄 ,翠景山庄,114.128078,22.578032,52001
宝龙苑 ,宝龙苑,114.138737,22.570368,59881
宝能悦澜山花园 ,悦澜山花园,114.250766,22.734843,51971
万科天誉二期 ,万科天誉花园2期,114.245501,22.712873,53354
六和城 ,六和城,114.338688,22.692762,33237
悠然天地家园 ,悠然天地,113.926477,22.538327,109921
汇文楼 ,汇文楼,113.983465,22.539338,69759
科苑学里 ,科苑学里,113.952572,22.549846,99568
春华四季园二期 ,春华四季园2期,114.055382,22.622855,54455
卓弘高尔夫雅苑 ,卓弘·高尔夫雅苑,114.271049,22.691292,38577
振业城上观 ,振业城上观,114.180894,22.644573,40525
万科天誉 ,万科广场(西埔西街),114.243682,22.714337,53925
合正中央原著 ,合正中央原著,114.022166,22.630356,65142
中信红树湾南区 ,中信红树湾2期,113.964819,22.525872,144231
翡翠名园 ,翡翠名园,114.06657,22.56225,72576
中信红树湾北区 ,中信红树湾3期,113.965701,22.529292,142339
十二橡树庄园一期 ,十二橡树庄园二期(西门),114.065215,22.62441,109992
盛世鹏程 ,盛世鹏程,114.097563,22.556781,81946
万科九龙山 ,万科九龙山,114.020779,22.712141,59979
紫薇花园 ,紫薇花园(龙潭路),114.24052,22.71796,33948
福景大厦 ,福景大厦,114.069024,22.544357,68308
美庐锦园 ,美庐锦园,113.966182,22.53615,75617
鹏兴花园二期 ,鹏兴花园2期,114.164299,22.562465,67077
金成时代家园 ,金成时代家园,113.882576,22.562466,62721
金地梅陇镇二期 ,金地梅陇镇2期,114.033093,22.631632,59032
安源居 ,安源居(庄边路),113.88165,22.58336,39818
风和日丽 ,风和日丽,114.029904,22.640868,41521
澳城花园一期 ,澳城花园1期,113.938446,22.487882,141583
雅仕荔景苑 ,雅仕荔景苑,113.926702,22.510845,67278
益田花园 ,益田花园,114.057736,22.513034,61451
自由港湾公寓 ,自由港湾公寓,114.050308,22.509048,44383
大益广场 ,大益广场,113.869147,22.579931,41928
水晶之城 ,水晶之城,114.225134,22.669706,31484
莱蒙水榭春天三期 ,莱蒙水榭春天3期,114.024911,22.627694,67705
特发和平里 ,特发·和平里1期,114.012675,22.64328,59528
深业上城 ,深业上城北区公寓,114.070226,22.556923,110746
润华苑 ,润华苑,114.041925,22.567007,54317
锦绣花园 ,锦绣花园(深南大道),113.995548,22.53454,40651
新海大厦 ,新海大厦,113.92362,22.538811,47018
龙翔花园 ,龙翔花园(下水径二街),114.11061,22.611165,37766
金色年华家园 ,金色年华,114.17174,22.562137,61394
绿洲丰和 ,绿洲丰和家园,114.050927,22.527144,85605
中粮一品澜山花园 ,中粮一品澜山花园,114.373163,22.73148,28881
京基御景华城 ,京基御景华城,114.085983,22.532612,53858
景源华庭 ,景源华庭,114.067526,22.524873,59690
京基东方华都 ,京基·东方华都,114.129098,22.551301,60714
杰恩大厦 ,杰恩大厦,114.094882,22.536135,40178
春华四季园二期 ,春华四季园2期,114.055382,22.622855,48681
皇庭世纪 ,皇庭世纪,114.057471,22.525952,74166
越海家园 ,越海家园,114.006826,22.535162,83667
今日家园 ,今日家园(东昌路),114.136134,22.581274,66656
水晶之城 ,水晶之城,114.225134,22.669706,53057
东安花园 ,东安花园,114.13745,22.571085,44295
信义锦绣花园 ,信义锦绣花园,114.190834,22.646138,41747
帝涛豪园 ,帝涛豪园,114.058374,22.510126,57930
富怡花园 ,富怡花园,113.899033,22.559567,41667
朗庭豪园 ,朗庭豪园,114.059851,22.510592,55804
万事达名苑 ,万事达名苑(太宁路),114.135526,22.568664,49542
科苑学里 ,科苑学里,113.952572,22.549846,94761
龙园山庄 ,龙园山庄,114.109802,22.587588,53743
公园大地五期 ,公园大地5期,114.236646,22.710421,55407
新世界家园 ,新世界家园,114.053213,22.565278,59233
华浩源A区 ,华浩源A区,114.124846,22.623689,44762
京隆苑 ,京隆苑,114.059037,22.514667,67732
众冠花园 ,众冠花园,113.957343,22.579965,50665
乐山居 ,乐山居,114.090001,22.563327,48984
碧岭华庭 ,碧岭华庭,114.125843,22.579091,51999
万科温馨家园 ,万科温馨家园,114.019386,22.554751,87592
万科第五园二期 ,万科第五园(一二期),114.071239,22.61215,55593
龙园山庄 ,龙园山庄,114.109802,22.587588,39112
云景豪园 ,云景豪园,114.126797,22.540193,48484
国展苑一期 ,国展苑,114.118748,22.595281,33140
碧波楼 ,碧波楼,114.113332,22.552732,37125
大世纪花园 ,大世纪花园,114.126011,22.610479,41032
擎天华庭 ,擎天华庭,114.044463,22.55106,74344
布吉中心花园 ,布吉中心花园,114.130526,22.609,45009
中海怡美山庄 ,中海怡美山庄,114.186091,22.647459,36685
中海康城花园二期 ,中海康城花园,114.206844,22.707388,42310
诗宁大厦 ,诗宁大厦,114.234638,22.551011,34887
华浩源A区 ,华浩源A区,114.124846,22.623689,39068
桂芳园二期 ,桂芳园2期,114.140945,22.616507,44998
万科金域蓝湾三期 ,万科金域蓝湾3期,114.025571,22.523102,82453
世纪村二期 ,世纪村2期,113.96436,22.53384,99229
丹枫雅苑 ,丹枫雅苑,114.030931,22.654542,43479
振业城 ,振业城,114.179393,22.639223,40729
百仕达东郡 ,百仕达东郡(公交站),114.137955,22.568975,86760
梅兴苑 ,梅兴苑(西横街),114.049444,22.566475,50957
通业花园 ,通业花园,114.035728,22.560675,58450
中南花园 ,中南花园(新乐路三巷),113.901752,22.550252,53579
龙珠花园 ,龙珠花园,114.1246,22.602495,39736
新世界鹿茵翠地 ,新世界鹿茵翠地,114.161527,22.559385,69794
富瑰园 ,富瑰园,113.883977,22.582639,42995
世纪广场 ,世纪广场,113.922618,22.506127,46915
松坪村东区三期 ,松坪村三期,113.955752,22.559544,61585
宣嘉华庭 ,宣嘉华庭,114.066908,22.520291,65406
金地花园 ,金地花园(公交站),114.036667,22.521811,50650
中兆花园 ,中兆花园,114.14453,22.6182,38114
世外桃源七区 ,世外桃源,114.061458,22.520758,42087
茵悦之生花园二期 ,茵悦之生花园2期,114.111599,22.629674,41609
百仕达花园一期 ,百仕达花园1期,114.1346,22.570469,64000
庆典大厦 ,庆典大厦,114.065918,22.528214,50670
英郡年华 ,英郡年华,114.149971,22.616613,63903
金福苑 ,金福苑(祠堂村一街),114.044343,22.52205,44879
泰雅园 ,泰雅园,114.143281,22.616423,43774
世纪假日广场 ,世纪假日广场D座,113.972208,22.538928,65403
阳光新境园 ,阳光·新境园,114.031304,22.628997,52323
中海怡美山庄 ,中海怡美山庄,114.186091,22.647459,36685
中海康城花园二期 ,中海康城花园,114.206844,22.707388,42310
诗宁大厦 ,诗宁大厦,114.234638,22.551011,34887
华浩源A区 ,华浩源A区,114.124846,22.623689,39068
桂芳园二期 ,桂芳园2期,114.140945,22.616507,44998
万科金域蓝湾三期 ,万科金域蓝湾3期,114.025571,22.523102,82453
世纪村二期 ,世纪村2期,113.96436,22.53384,99229
丹枫雅苑 ,丹枫雅苑,114.030931,22.654542,43479
振业城 ,振业城,114.179393,22.639223,40729
百仕达东郡 ,百仕达东郡(公交站),114.137955,22.568975,86760
梅兴苑 ,梅兴苑(西横街),114.049444,22.566475,50957
通业花园 ,通业花园,114.035728,22.560675,58450
中南花园 ,中南花园(新乐路三巷),113.901752,22.550252,53579
龙珠花园 ,龙珠花园,114.1246,22.602495,39736
新世界鹿茵翠地 ,新世界鹿茵翠地,114.161527,22.559385,69794
富瑰园 ,富瑰园,113.883977,22.582639,42995
世纪广场 ,世纪广场,113.922618,22.506127,46915
松坪村东区三期 ,松坪村三期,113.955752,22.559544,61585
宣嘉华庭 ,宣嘉华庭,114.066908,22.520291,65406
金地花园 ,金地花园(公交站),114.036667,22.521811,50650
中兆花园 ,中兆花园,114.14453,22.6182,38114
世外桃源七区 ,世外桃源,114.061458,22.520758,42087
茵悦之生花园二期 ,茵悦之生花园2期,114.111599,22.629674,41609
百仕达花园一期 ,百仕达花园1期,114.1346,22.570469,64000
庆典大厦 ,庆典大厦,114.065918,22.528214,50670
英郡年华 ,英郡年华,114.149971,22.616613,63903
金福苑 ,金福苑,113.804587,22.761263,44879
泰雅园 ,泰雅园,114.143281,22.616423,43774
世纪假日广场 ,世纪假日广场D座,113.972208,22.538928,65403
阳光新境园 ,阳光·新境园,114.031304,22.628997,52323
中海怡美山庄 ,中海怡美山庄,114.186091,22.647459,36685
中海康城花园二期 ,中海康城花园,114.206844,22.707388,42310
诗宁大厦 ,诗宁大厦,114.234638,22.551011,34887
华浩源A区 ,华浩源A区,114.124846,22.623689,39068
桂芳园二期 ,桂芳园2期,114.140945,22.616507,44998
万科金域蓝湾三期 ,万科金域蓝湾3期,114.025571,22.523102,82453
世纪村二期 ,世纪村2期,113.96436,22.53384,99229
丹枫雅苑 ,丹枫雅苑,114.030931,22.654542,43479
振业城 ,振业城,114.179393,22.639223,40729
百仕达东郡 ,百仕达东郡(公交站),114.137955,22.568975,86760
梅兴苑 ,梅兴苑(西横街),114.049444,22.566475,50957
通业花园 ,通业花园,114.035728,22.560675,58450
中南花园 ,中南花园(新乐路三巷),113.901752,22.550252,53579
龙珠花园 ,龙珠花园,114.1246,22.602495,39736
新世界鹿茵翠地 ,新世界鹿茵翠地,114.161527,22.559385,69794
富瑰园 ,富瑰园,113.883977,22.582639,42995
世纪广场 ,世纪广场,113.922618,22.506127,46915
松坪村东区三期 ,松坪村三期,113.955752,22.559544,61585
宣嘉华庭 ,宣嘉华庭,114.066908,22.520291,65406
金地花园 ,金地花园(公交站),114.036667,22.521811,50650
中兆花园 ,中兆花园,114.14453,22.6182,38114
世外桃源七区 ,世外桃源,114.061458,22.520758,42087
茵悦之生花园二期 ,茵悦之生花园2期,114.111599,22.629674,41609
百仕达花园一期 ,百仕达花园1期,114.1346,22.570469,64000
庆典大厦 ,庆典大厦,114.065918,22.528214,50670
英郡年华 ,英郡年华,114.149971,22.616613,63903
金福苑 ,金福苑,113.804587,22.761263,44879
泰雅园 ,泰雅园,114.143281,22.616423,43774
世纪假日广场 ,世纪假日广场D座,113.972208,22.538928,65403
阳光新境园 ,阳光·新境园,114.031304,22.628997,52323
中海怡美山庄 ,中海怡美山庄,114.186091,22.647459,36685
中海康城花园二期 ,中海康城花园,114.206844,22.707388,42310
诗宁大厦 ,诗宁大厦,114.234638,22.551011,34887
华浩源A区 ,华浩源A区,114.124846,22.623689,39068
桂芳园二期 ,桂芳园2期,114.140945,22.616507,44998
万科金域蓝湾三期 ,万科金域蓝湾3期,114.025571,22.523102,82453
世纪村二期 ,世纪村2期,113.96436,22.53384,99229
丹枫雅苑 ,丹枫雅苑,114.030931,22.654542,43479
振业城 ,振业城,114.179393,22.639223,40729
百仕达东郡 ,百仕达东郡(公交站),114.137955,22.568975,86760
梅兴苑 ,梅兴苑(西横街),114.049444,22.566475,50957
通业花园 ,通业花园,114.035728,22.560675,58450
中南花园 ,中南花园(新乐路三巷),113.901752,22.550252,53579
龙珠花园 ,龙珠花园,114.1246,22.602495,39736
新世界鹿茵翠地 ,新世界鹿茵翠地,114.161527,22.559385,69794
富瑰园 ,富瑰园,113.883977,22.582639,42995
世纪广场 ,世纪广场,113.922618,22.506127,46915
松坪村东区三期 ,松坪村三期,113.955752,22.559544,61585
宣嘉华庭 ,宣嘉华庭,114.066908,22.520291,65406
金地花园 ,金地花园(公交站),114.036667,22.521811,50650
中兆花园 ,中兆花园,114.14453,22.6182,38114
世外桃源七区 ,世外桃源,114.061458,22.520758,42087
茵悦之生花园二期 ,茵悦之生花园2期,114.111599,22.629674,41609
百仕达花园一期 ,百仕达花园1期,114.1346,22.570469,64000
庆典大厦 ,庆典大厦,114.065918,22.528214,50670
英郡年华 ,英郡年华,114.149971,22.616613,63903
金福苑 ,金福苑(祠堂村一街),114.044343,22.52205,44879
泰雅园 ,泰雅园,114.143281,22.616423,43774
世纪假日广场 ,世纪假日广场D座,113.972208,22.538928,65403
阳光新境园 ,阳光·新境园,114.031304,22.628997,52323
中海怡美山庄 ,中海怡美山庄,114.186091,22.647459,36685
中海康城花园二期 ,中海康城花园,114.206844,22.707388,42310
诗宁大厦 ,诗宁大厦,114.234638,22.551011,34887
华浩源A区 ,华浩源A区,114.124846,22.623689,39068
桂芳园二期 ,桂芳园2期,114.140945,22.616507,44998
万科金域蓝湾三期 ,万科金域蓝湾3期,114.025571,22.523102,82453
世纪村二期 ,世纪村2期,113.96436,22.53384,99229
丹枫雅苑 ,丹枫雅苑,114.030931,22.654542,43479
振业城 ,振业城,114.179393,22.639223,40729
百仕达东郡 ,百仕达东郡(公交站),114.137955,22.568975,86760
梅兴苑 ,梅兴苑(西横街),114.049444,22.566475,50957
通业花园 ,通业花园,114.035728,22.560675,58450
中南花园 ,中南花园(新乐路三巷),113.901752,22.550252,53579
龙珠花园 ,龙珠花园,114.1246,22.602495,39736
新世界鹿茵翠地 ,新世界鹿茵翠地,114.161527,22.559385,69794
富瑰园 ,富瑰园,113.883977,22.582639,42995
世纪广场 ,世纪广场,113.922618,22.506127,46915
松坪村东区三期 ,松坪村三期,113.955752,22.559544,61585
宣嘉华庭 ,宣嘉华庭,114.066908,22.520291,65406
金地花园 ,金地花园(公交站),114.036667,22.521811,50650
中兆花园 ,中兆花园,114.14453,22.6182,38114
世外桃源七区 ,世外桃源,114.061458,22.520758,42087
茵悦之生花园二期 ,茵悦之生花园2期,114.111599,22.629674,41609
百仕达花园一期 ,百仕达花园1期,114.1346,22.570469,64000
庆典大厦 ,庆典大厦,114.065918,22.528214,50670
英郡年华 ,英郡年华,114.149971,22.616613,63903
金福苑 ,金福苑(祠堂村一街),114.044343,22.52205,44879
泰雅园 ,泰雅园,114.143281,22.616423,43774
世纪假日广场 ,世纪假日广场D座,113.972208,22.538928,65403
阳光新境园 ,阳光·新境园,114.031304,22.628997,52323
中海怡美山庄 ,中海怡美山庄,114.186091,22.647459,36685
中海康城花园二期 ,中海康城花园,114.206844,22.707388,42310
诗宁大厦 ,诗宁大厦,114.234638,22.551011,34887
华浩源A区 ,华浩源A区,114.124846,22.623689,39068
桂芳园二期 ,桂芳园2期,114.140945,22.616507,44998
万科金域蓝湾三期 ,万科金域蓝湾3期,114.025571,22.523102,82453
世纪村二期 ,世纪村2期,113.96436,22.53384,99229
丹枫雅苑 ,丹枫雅苑,114.030931,22.654542,43479
振业城 ,振业城,114.179393,22.639223,40729
百仕达东郡 ,百仕达东郡(公交站),114.137955,22.568975,86760
梅兴苑 ,梅兴苑(西横街),114.049444,22.566475,50957
通业花园 ,通业花园,114.035728,22.560675,58450
中南花园 ,中南花园(新乐路三巷),113.901752,22.550252,53579
龙珠花园 ,龙珠花园,114.1246,22.602495,39736
新世界鹿茵翠地 ,新世界鹿茵翠地,114.161527,22.559385,69794
富瑰园 ,富瑰园,113.883977,22.582639,42995
世纪广场 ,世纪广场,113.922618,22.506127,46915
松坪村东区三期 ,松坪村三期,113.955752,22.559544,61585
宣嘉华庭 ,宣嘉华庭,114.066908,22.520291,65406
金地花园 ,金地花园(公交站),114.036667,22.521811,50650
中兆花园 ,中兆花园,114.14453,22.6182,38114
世外桃源七区 ,世外桃源,114.061458,22.520758,42087
茵悦之生花园二期 ,茵悦之生花园2期,114.111599,22.629674,41609
百仕达花园一期 ,百仕达花园1期,114.1346,22.570469,64000
庆典大厦 ,庆典大厦,114.065918,22.528214,50670
英郡年华 ,英郡年华,114.149971,22.616613,63903
金福苑 ,金福苑,113.804587,22.761263,44879
泰雅园 ,泰雅园,114.143281,22.616423,43774
世纪假日广场 ,世纪假日广场D座,113.972208,22.538928,65403
阳光新境园 ,阳光·新境园,114.031304,22.628997,52323
中海怡美山庄 ,中海怡美山庄,114.186091,22.647459,36685
