"","MXSPD","Location"
"14161",5.1,"Brisbane"
"14162",7,"Brisbane"
"14163",8.9,"Brisbane"
"14164",9.9,"Brisbane"
"14165",8,"Brisbane"
"14166",7,"Brisbane"
"14167",7,"Brisbane"
"14168",8.9,"Brisbane"
"14169",6,"Brisbane"
"14170",6,"Brisbane"
"14171",6,"Brisbane"
"14172",7,"Brisbane"
"14173",8,"Brisbane"
"14174",6,"Brisbane"
"14175",4.1,"Brisbane"
"14176",8.9,"Brisbane"
"14177",8.9,"Brisbane"
"14178",4.1,"Brisbane"
"14179",5.1,"Brisbane"
"14180",7,"Brisbane"
"14181",8.9,"Brisbane"
"14182",6,"Brisbane"
"14183",6,"Brisbane"
"14184",6,"Brisbane"
"14185",7,"Brisbane"
"14186",6,"Brisbane"
"14187",6,"Brisbane"
"14188",8,"Brisbane"
"14189",5.1,"Brisbane"
"14190",7,"Brisbane"
"14191",7,"Brisbane"
"14192",6,"Brisbane"
"14193",7,"Brisbane"
"14194",6,"Brisbane"
"14195",5.1,"Brisbane"
"14196",6,"Brisbane"
"14197",7,"Brisbane"
"14198",5.1,"Brisbane"
"14199",8,"Brisbane"
"14200",7,"Brisbane"
"14201",2.9,"Brisbane"
"14202",7,"Brisbane"
"14203",6,"Brisbane"
"14204",7,"Brisbane"
"14205",8,"Brisbane"
"14206",7,"Brisbane"
"14207",6,"Brisbane"
"14208",6,"Brisbane"
"14209",7,"Brisbane"
"14210",7,"Brisbane"
"14211",6,"Brisbane"
"14212",8,"Brisbane"
"14213",8,"Brisbane"
"14214",4.1,"Brisbane"
"14215",8.9,"Brisbane"
"14216",6,"Brisbane"
"14217",5.1,"Brisbane"
"14218",6,"Brisbane"
"14219",8,"Brisbane"
"14220",8,"Brisbane"
"14221",8.9,"Brisbane"
"14222",8,"Brisbane"
"14223",8.9,"Brisbane"
"14224",9.9,"Brisbane"
"14225",6,"Brisbane"
"14226",6,"Brisbane"
"14227",7,"Brisbane"
"14228",8,"Brisbane"
"14229",8.9,"Brisbane"
"14230",8,"Brisbane"
"14231",8.9,"Brisbane"
"14232",9.9,"Brisbane"
"14233",7,"Brisbane"
"14234",4.1,"Brisbane"
"14235",4.1,"Brisbane"
"14236",7,"Brisbane"
"14237",9.9,"Brisbane"
"14238",7,"Brisbane"
"14239",8,"Brisbane"
"14240",7,"Brisbane"
"14241",7,"Brisbane"
"14242",5.1,"Brisbane"
"14243",6,"Brisbane"
"14244",6,"Brisbane"
"14245",5.1,"Brisbane"
"14246",7,"Brisbane"
"14247",6,"Brisbane"
"14248",8,"Brisbane"
"14249",7,"Brisbane"
"14250",8.9,"Brisbane"
"14251",8,"Brisbane"
"14252",7,"Brisbane"
"14253",5.1,"Brisbane"
"14254",9.9,"Brisbane"
"14255",2.9,"Brisbane"
"14256",6,"Brisbane"
"14257",8.9,"Brisbane"
"14258",8.9,"Brisbane"
"14259",8,"Brisbane"
"14260",8,"Brisbane"
"14261",6,"Brisbane"
"14262",8.9,"Brisbane"
"14263",2.9,"Brisbane"
"14264",5.1,"Brisbane"
"14265",7,"Brisbane"
"14266",8,"Brisbane"
"14267",7,"Brisbane"
"14268",6,"Brisbane"
"14269",8.9,"Brisbane"
"14270",7,"Brisbane"
"14271",5.1,"Brisbane"
"14272",5.1,"Brisbane"
"14273",5.1,"Brisbane"
"14274",8,"Brisbane"
"14275",6,"Brisbane"
"14276",6,"Brisbane"
"14277",8.9,"Brisbane"
"14278",6,"Brisbane"
"14279",6,"Brisbane"
"14280",7,"Brisbane"
"14281",7,"Brisbane"
"14282",8.9,"Brisbane"
"14283",8.9,"Brisbane"
"14284",8,"Brisbane"
"14285",7,"Brisbane"
"14286",7,"Brisbane"
"14287",6,"Brisbane"
"14288",6,"Brisbane"
"14289",6,"Brisbane"
"14290",8,"Brisbane"
"14291",5.1,"Brisbane"
"14292",7,"Brisbane"
"14293",8.9,"Brisbane"
"14294",7,"Brisbane"
"14295",8,"Brisbane"
"14296",6,"Brisbane"
"14297",5.1,"Brisbane"
"14298",6,"Brisbane"
"14299",5.1,"Brisbane"
"14300",7,"Brisbane"
"14301",7,"Brisbane"
"14302",6,"Brisbane"
"14303",5.1,"Brisbane"
"14304",6,"Brisbane"
"14305",5.1,"Brisbane"
"14306",5.1,"Brisbane"
"14307",6,"Brisbane"
"14308",5.1,"Brisbane"
"14309",7,"Brisbane"
"14310",8.9,"Brisbane"
"14311",5.1,"Brisbane"
"14312",7,"Brisbane"
"14313",7,"Brisbane"
"14314",8,"Brisbane"
"14315",7,"Brisbane"
"14316",7,"Brisbane"
"14317",8,"Brisbane"
"14318",6,"Brisbane"
"14319",5.1,"Brisbane"
"14320",4.1,"Brisbane"
"14321",7,"Brisbane"
"14322",8,"Brisbane"
"14323",7,"Brisbane"
"14324",8,"Brisbane"
"14325",8,"Brisbane"
"14326",7,"Brisbane"
"14327",7,"Brisbane"
"14328",7,"Brisbane"
"14329",4.1,"Brisbane"
"14330",5.1,"Brisbane"
"14331",5.1,"Brisbane"
"14332",6,"Brisbane"
"14333",6,"Brisbane"
"14334",7,"Brisbane"
"14335",5.1,"Brisbane"
"14336",6,"Brisbane"
"14337",4.1,"Brisbane"
"14338",8.9,"Brisbane"
"14339",7,"Brisbane"
"14340",7,"Brisbane"
"14341",6,"Brisbane"
"14342",4.1,"Brisbane"
"14343",2.9,"Brisbane"
"14344",5.1,"Brisbane"
"14345",5.1,"Brisbane"
"14346",7,"Brisbane"
"14347",4.1,"Brisbane"
"14348",6,"Brisbane"
"14349",5.1,"Brisbane"
"14350",4.1,"Brisbane"
"14351",4.1,"Brisbane"
"14352",4.1,"Brisbane"
"14353",5.1,"Brisbane"
"14354",2.9,"Brisbane"
"14355",4.1,"Brisbane"
"14356",4.1,"Brisbane"
"14357",4.1,"Brisbane"
"14358",8,"Brisbane"
"14359",6,"Brisbane"
"14360",6,"Brisbane"
"14361",2.9,"Brisbane"
"14362",5.1,"Brisbane"
"14363",5.1,"Brisbane"
"14364",2.9,"Brisbane"
"14365",2.9,"Brisbane"
"14366",2.9,"Brisbane"
"14367",4.1,"Brisbane"
"14368",4.1,"Brisbane"
"14369",2.9,"Brisbane"
"14370",2.9,"Brisbane"
"14371",11.1,"Brisbane"
"14372",4.1,"Brisbane"
"14373",4.1,"Brisbane"
"14374",4.1,"Brisbane"
"14375",2.9,"Brisbane"
"14376",4.1,"Brisbane"
"14377",5.1,"Brisbane"
"14378",4.1,"Brisbane"
"14379",4.1,"Brisbane"
"14380",2.9,"Brisbane"
"14381",4.1,"Brisbane"
"14382",6,"Brisbane"
"14383",7,"Brisbane"
"14384",7,"Brisbane"
"14385",4.1,"Brisbane"
"14386",5.1,"Brisbane"
"14387",8.9,"Brisbane"
"14388",8.9,"Brisbane"
"14389",7,"Brisbane"
"14390",6,"Brisbane"
"14391",5.1,"Brisbane"
"14392",5.1,"Brisbane"
"14393",9.9,"Brisbane"
"14394",13,"Brisbane"
"14395",5.1,"Brisbane"
"14396",5.1,"Brisbane"
"14397",6,"Brisbane"
"14398",7,"Brisbane"
"14399",4.1,"Brisbane"
"14400",7,"Brisbane"
"14401",5.1,"Brisbane"
"14402",4.1,"Brisbane"
"14403",5.1,"Brisbane"
"14404",2.9,"Brisbane"
"14405",6,"Brisbane"
"14406",5.1,"Brisbane"
"14407",4.1,"Brisbane"
"14408",6,"Brisbane"
"14409",2.9,"Brisbane"
"14410",2.9,"Brisbane"
"14411",5.1,"Brisbane"
"14412",4.1,"Brisbane"
"14413",5.1,"Brisbane"
"14414",2.9,"Brisbane"
"14415",2.9,"Brisbane"
"14416",8,"Brisbane"
"14417",8.9,"Brisbane"
"14418",4.1,"Brisbane"
"14419",2.9,"Brisbane"
"14420",6,"Brisbane"
"14421",6,"Brisbane"
"14422",2.9,"Brisbane"
"14423",4.1,"Brisbane"
"14424",5.1,"Brisbane"
"14425",8,"Brisbane"
"14426",6,"Brisbane"
"14427",6,"Brisbane"
"14428",7,"Brisbane"
"14429",5.1,"Brisbane"
"14430",2.9,"Brisbane"
"14431",2.9,"Brisbane"
"14432",2.9,"Brisbane"
"14433",5.1,"Brisbane"
"14434",6,"Brisbane"
"14435",7,"Brisbane"
"14436",5.1,"Brisbane"
"14437",4.1,"Brisbane"
"14438",5.1,"Brisbane"
"14439",4.1,"Brisbane"
"14440",5.1,"Brisbane"
"14441",5.1,"Brisbane"
"14442",5.1,"Brisbane"
"14443",2.9,"Brisbane"
"14444",4.1,"Brisbane"
"14445",5.1,"Brisbane"
"14446",7,"Brisbane"
"14447",8,"Brisbane"
"14448",2.9,"Brisbane"
"14449",4.1,"Brisbane"
"14450",2.9,"Brisbane"
"14451",2.9,"Brisbane"
"14452",2.9,"Brisbane"
"14453",5.1,"Brisbane"
"14454",2.9,"Brisbane"
"14455",5.1,"Brisbane"
"14456",6,"Brisbane"
"14457",1.9,"Brisbane"
"14458",5.1,"Brisbane"
"14459",8.9,"Brisbane"
"14460",8,"Brisbane"
"14461",6,"Brisbane"
"14462",4.1,"Brisbane"
"14463",4.1,"Brisbane"
"14464",4.1,"Brisbane"
"14465",4.1,"Brisbane"
"14466",4.1,"Brisbane"
"14467",6,"Brisbane"
"14468",12,"Brisbane"
"14469",4.1,"Brisbane"
"14470",6,"Brisbane"
"14471",5.1,"Brisbane"
"14472",2.9,"Brisbane"
"14473",6,"Brisbane"
"14474",5.1,"Brisbane"
"14475",2.9,"Brisbane"
"14476",7,"Brisbane"
"14477",6,"Brisbane"
"14478",5.1,"Brisbane"
"14479",6,"Brisbane"
"14480",6,"Brisbane"
"14481",6,"Brisbane"
"14482",2.9,"Brisbane"
"14483",5.1,"Brisbane"
"14484",5.1,"Brisbane"
"14485",4.1,"Brisbane"
"14486",7,"Brisbane"
"14487",6,"Brisbane"
"14488",6,"Brisbane"
"14489",7,"Brisbane"
"14490",7,"Brisbane"
"14491",5.1,"Brisbane"
"14492",5.1,"Brisbane"
"14493",6,"Brisbane"
"14494",6,"Brisbane"
"14495",5.1,"Brisbane"
"14496",6,"Brisbane"
"14497",5.1,"Brisbane"
"14498",6,"Brisbane"
"14499",6,"Brisbane"
"14500",6,"Brisbane"
"14501",6,"Brisbane"
"14502",2.9,"Brisbane"
"14503",8,"Brisbane"
"14504",5.1,"Brisbane"
"14505",7,"Brisbane"
"14506",8,"Brisbane"
"14507",7,"Brisbane"
"14508",6,"Brisbane"
"14509",8,"Brisbane"
"14510",5.1,"Brisbane"
"14511",4.1,"Brisbane"
"14512",6,"Brisbane"
"14513",8.9,"Brisbane"
"14514",5.1,"Brisbane"
"14515",5.1,"Brisbane"
"14516",6,"Brisbane"
"14517",6,"Brisbane"
"14518",8,"Brisbane"
"14519",5.1,"Brisbane"
"14520",6,"Brisbane"
"14521",6,"Brisbane"
"14522",13,"Brisbane"
"14523",13,"Brisbane"
"14524",4.1,"Brisbane"
"14525",8.9,"Brisbane"
"14526",6,"Brisbane"
"14527",7,"Brisbane"
"14528",6,"Brisbane"
"14529",8.9,"Brisbane"
"14530",7,"Brisbane"
"14531",6,"Brisbane"
"14532",5.1,"Brisbane"
"14533",11.1,"Brisbane"
"14534",7,"Brisbane"
"14535",9.9,"Brisbane"
"14536",7,"Brisbane"
"14537",6,"Brisbane"
"14538",11.1,"Brisbane"
"14539",8.9,"Brisbane"
"14540",8,"Brisbane"
"14541",5.1,"Brisbane"
"14542",7,"Brisbane"
"14543",8,"Brisbane"
"14544",11.1,"Brisbane"
"14545",7,"Brisbane"
"14546",5.1,"Brisbane"
"14547",7,"Brisbane"
"14548",8,"Brisbane"
"14549",6,"Brisbane"
"14550",8.9,"Brisbane"
"14551",7,"Brisbane"
"14552",8,"Brisbane"
"14553",9.9,"Brisbane"
"14554",7,"Brisbane"
"14555",6,"Brisbane"
"14556",7,"Brisbane"
"14557",8,"Brisbane"
"14558",7,"Brisbane"
"14559",5.1,"Brisbane"
"14560",4.1,"Brisbane"
"14561",8.9,"Brisbane"
"14562",5.1,"Brisbane"
"14563",7,"Brisbane"
"14564",6,"Brisbane"
"14565",6,"Brisbane"
"14566",6,"Brisbane"
"14567",6,"Brisbane"
"14568",7,"Brisbane"
"14569",5.1,"Brisbane"
"14570",6,"Brisbane"
"14571",5.1,"Brisbane"
"14572",6,"Brisbane"
"14573",8,"Brisbane"
"14574",7,"Brisbane"
"14575",6,"Brisbane"
"14576",8.9,"Brisbane"
"14577",12,"Brisbane"
"14578",8,"Brisbane"
"14579",7,"Brisbane"
"14580",7,"Brisbane"
"14581",7,"Brisbane"
"14582",5.1,"Brisbane"
"14583",8.9,"Brisbane"
"14584",9.9,"Brisbane"
"14585",8.9,"Brisbane"
"14586",8,"Brisbane"
"14587",6,"Brisbane"
"14588",5.1,"Brisbane"
"14589",8.9,"Brisbane"
"14590",6,"Brisbane"
"14591",7,"Brisbane"
"14592",5.1,"Brisbane"
"14593",6,"Brisbane"
"14594",7,"Brisbane"
"14595",8,"Brisbane"
"14596",5.1,"Brisbane"
"14597",6,"Brisbane"
"14598",6,"Brisbane"
"14599",9.9,"Brisbane"
"14600",5.1,"Brisbane"
"14601",8,"Brisbane"
"14602",11.1,"Brisbane"
"14603",8.9,"Brisbane"
"14604",6,"Brisbane"
"14605",8,"Brisbane"
"14606",9.9,"Brisbane"
"14607",8,"Brisbane"
"14608",8,"Brisbane"
"14609",9.9,"Brisbane"
"14610",8.9,"Brisbane"
"14611",7,"Brisbane"
"14612",8.9,"Brisbane"
"14613",8.9,"Brisbane"
"14614",7,"Brisbane"
"14615",7,"Brisbane"
"14616",7,"Brisbane"
"14617",8.9,"Brisbane"
"14618",8.9,"Brisbane"
"14619",6,"Brisbane"
"14620",7,"Brisbane"
"14621",7,"Brisbane"
"14622",7,"Brisbane"
"14623",7,"Brisbane"
"14624",4.1,"Brisbane"
"14625",6,"Brisbane"
"14626",7,"Brisbane"
"14627",5.1,"Brisbane"
"14628",9.9,"Brisbane"
"14629",12,"Brisbane"
"14630",20,"Brisbane"
"14631",13,"Brisbane"
"14632",6,"Brisbane"
"14633",13,"Brisbane"
"14634",4.1,"Brisbane"
"14635",6,"Brisbane"
"14636",8.9,"Brisbane"
"14637",7,"Brisbane"
"14638",8,"Brisbane"
"14639",8,"Brisbane"
"14640",9.9,"Brisbane"
"14641",6,"Brisbane"
"14642",6,"Brisbane"
"14643",7,"Brisbane"
"14644",5.1,"Brisbane"
"14645",7,"Brisbane"
"14646",8,"Brisbane"
"14647",8,"Brisbane"
"14648",8,"Brisbane"
"14649",6,"Brisbane"
"14650",6,"Brisbane"
"14651",8.9,"Brisbane"
"14652",6,"Brisbane"
"14653",8.9,"Brisbane"
"14654",5.1,"Brisbane"
"14655",8,"Brisbane"
"14656",8,"Brisbane"
"14657",5.1,"Brisbane"
"14658",8.9,"Brisbane"
"14659",7,"Brisbane"
"14660",11.1,"Brisbane"
"14661",9.9,"Brisbane"
"14662",6,"Brisbane"
"14663",2.9,"Brisbane"
"14664",5.1,"Brisbane"
"14665",8,"Brisbane"
"14666",9.9,"Brisbane"
"14667",11.1,"Brisbane"
"14668",7,"Brisbane"
"14669",8,"Brisbane"
"14670",7,"Brisbane"
"14671",7,"Brisbane"
"14672",8,"Brisbane"
"14673",8,"Brisbane"
"14674",8.9,"Brisbane"
"14675",8.9,"Brisbane"
"14676",7,"Brisbane"
"14677",4.1,"Brisbane"
"14678",4.1,"Brisbane"
"14679",8.9,"Brisbane"
"14680",9.9,"Brisbane"
"14681",9.9,"Brisbane"
"14682",7,"Brisbane"
"14683",7,"Brisbane"
"14684",6,"Brisbane"
"14685",5.1,"Brisbane"
"14686",6,"Brisbane"
"14687",6,"Brisbane"
"14688",8,"Brisbane"
"14689",7,"Brisbane"
"14690",4.1,"Brisbane"
"14691",6,"Brisbane"
"14692",6,"Brisbane"
"14693",4.1,"Brisbane"
"14694",4.1,"Brisbane"
"14695",5.1,"Brisbane"
"14696",6,"Brisbane"
"14697",7,"Brisbane"
"14698",8,"Brisbane"
"14699",7,"Brisbane"
"14700",5.1,"Brisbane"
"14701",6,"Brisbane"
"14702",6,"Brisbane"
"14703",7,"Brisbane"
"14704",7,"Brisbane"
"14705",4.1,"Brisbane"
"14706",4.1,"Brisbane"
"14707",4.1,"Brisbane"
"14708",5.1,"Brisbane"
"14709",2.9,"Brisbane"
"14710",2.9,"Brisbane"
"14711",4.1,"Brisbane"
"14712",6,"Brisbane"
"14713",7,"Brisbane"
"14714",2.9,"Brisbane"
"14715",4.1,"Brisbane"
"14716",4.1,"Brisbane"
"14717",6,"Brisbane"
"14718",4.1,"Brisbane"
"14719",5.1,"Brisbane"
"14720",5.1,"Brisbane"
"14721",2.9,"Brisbane"
"14722",5.1,"Brisbane"
"14723",6,"Brisbane"
"14724",4.1,"Brisbane"
"14725",8.9,"Brisbane"
"14726",4.1,"Brisbane"
"14727",6,"Brisbane"
"14728",6,"Brisbane"
"14729",6,"Brisbane"
"14730",7,"Brisbane"
"14731",8,"Brisbane"
"14732",7,"Brisbane"
"14733",7,"Brisbane"
"14734",4.1,"Brisbane"
"14735",5.1,"Brisbane"
"14736",2.9,"Brisbane"
"14737",6,"Brisbane"
"14738",5.1,"Brisbane"
"14739",4.1,"Brisbane"
"14740",7,"Brisbane"
"14741",7,"Brisbane"
"14742",7,"Brisbane"
"14743",4.1,"Brisbane"
"14744",4.1,"Brisbane"
"14745",5.1,"Brisbane"
"14746",11.1,"Brisbane"
"14747",8.9,"Brisbane"
"14748",4.1,"Brisbane"
"14749",2.9,"Brisbane"
"14750",7,"Brisbane"
"14751",4.1,"Brisbane"
"14752",8,"Brisbane"
"14753",2.9,"Brisbane"
"14754",7,"Brisbane"
"14755",1.9,"Brisbane"
"14756",8.9,"Brisbane"
"14757",5.1,"Brisbane"
"14758",4.1,"Brisbane"
"14759",2.9,"Brisbane"
"14760",2.9,"Brisbane"
"14761",2.9,"Brisbane"
"14762",6,"Brisbane"
"14763",7,"Brisbane"
"14764",2.9,"Brisbane"
"14765",1.9,"Brisbane"
"14766",7,"Brisbane"
"14767",6,"Brisbane"
"14768",8,"Brisbane"
"14769",9.9,"Brisbane"
"14770",5.1,"Brisbane"
"14771",8,"Brisbane"
"14772",7,"Brisbane"
"14773",4.1,"Brisbane"
"14774",2.9,"Brisbane"
"14775",2.9,"Brisbane"
"14776",5.1,"Brisbane"
"14777",1.9,"Brisbane"
"14778",4.1,"Brisbane"
"14779",8.9,"Brisbane"
"14780",5.1,"Brisbane"
"14781",4.1,"Brisbane"
"14782",5.1,"Brisbane"
"14783",5.1,"Brisbane"
"14784",5.1,"Brisbane"
"14785",5.1,"Brisbane"
"14786",5.1,"Brisbane"
"14787",6,"Brisbane"
"14788",2.9,"Brisbane"
"14789",4.1,"Brisbane"
"14790",2.9,"Brisbane"
"14791",5.1,"Brisbane"
"14792",2.9,"Brisbane"
"14793",5.1,"Brisbane"
"14794",2.9,"Brisbane"
"14795",6,"Brisbane"
"14796",4.1,"Brisbane"
"14797",4.1,"Brisbane"
"14798",1.9,"Brisbane"
"14799",5.1,"Brisbane"
"14800",5.1,"Brisbane"
"14801",6,"Brisbane"
"14802",4.1,"Brisbane"
"14803",4.1,"Brisbane"
"14804",6,"Brisbane"
"14805",5.1,"Brisbane"
"14806",1.9,"Brisbane"
"14807",7,"Brisbane"
"14808",2.9,"Brisbane"
"14809",5.1,"Brisbane"
"14810",4.1,"Brisbane"
"14811",7,"Brisbane"
"14812",7,"Brisbane"
"14813",4.1,"Brisbane"
"14814",2.9,"Brisbane"
"14815",4.1,"Brisbane"
"14816",6,"Brisbane"
"14817",4.1,"Brisbane"
"14818",8,"Brisbane"
"14819",6,"Brisbane"
"14820",5.1,"Brisbane"
"14821",5.1,"Brisbane"
"14822",4.1,"Brisbane"
"14823",11.1,"Brisbane"
"14824",7,"Brisbane"
"14825",2.9,"Brisbane"
"14826",5.1,"Brisbane"
"14827",5.1,"Brisbane"
"14828",7,"Brisbane"
"14829",6,"Brisbane"
"14830",8.9,"Brisbane"
"14831",7,"Brisbane"
"14832",6,"Brisbane"
"14833",2.9,"Brisbane"
"14834",5.1,"Brisbane"
"14835",9.9,"Brisbane"
"14836",5.1,"Brisbane"
"14837",2.9,"Brisbane"
"14838",11.1,"Brisbane"
"14839",7,"Brisbane"
"14840",6,"Brisbane"
"14841",5.1,"Brisbane"
"14842",4.1,"Brisbane"
"14843",2.9,"Brisbane"
"14844",6,"Brisbane"
"14845",5.1,"Brisbane"
"14846",5.1,"Brisbane"
"14847",6,"Brisbane"
"14848",8,"Brisbane"
"14849",8.9,"Brisbane"
"14850",8.9,"Brisbane"
"14851",4.1,"Brisbane"
"14852",4.1,"Brisbane"
"14853",5.1,"Brisbane"
"14854",5.1,"Brisbane"
"14855",5.1,"Brisbane"
"14856",4.1,"Brisbane"
"14857",8,"Brisbane"
"14858",8,"Brisbane"
"14859",7,"Brisbane"
"14860",5.1,"Brisbane"
"14861",7,"Brisbane"
"14862",6,"Brisbane"
"14863",9.9,"Brisbane"
"14864",6,"Brisbane"
"14865",8,"Brisbane"
"14866",7,"Brisbane"
"14867",6,"Brisbane"
"14868",4.1,"Brisbane"
"14869",7,"Brisbane"
"14870",7,"Brisbane"
"14871",9.9,"Brisbane"
"14872",11.1,"Brisbane"
"14873",2.9,"Brisbane"
"14874",8.9,"Brisbane"
"14875",5.1,"Brisbane"
"14876",7,"Brisbane"
"14877",6,"Brisbane"
"14878",11.1,"Brisbane"
"14879",7,"Brisbane"
"14880",6,"Brisbane"
"14881",6,"Brisbane"
"14882",8.9,"Brisbane"
"14883",7,"Brisbane"
"14884",6,"Brisbane"
"14885",8,"Brisbane"
"14886",8,"Brisbane"
"14887",7,"Brisbane"
"14888",7,"Brisbane"
"14889",8,"Brisbane"
"14890",6,"Brisbane"
"14891",8,"Brisbane"
"14892",8,"Brisbane"
"14893",6,"Brisbane"
"14894",8,"Brisbane"
"14895",8.9,"Brisbane"
"14896",6,"Brisbane"
"14897",6,"Brisbane"
"14898",7,"Brisbane"
"14899",9.9,"Brisbane"
"14900",11.1,"Brisbane"
"14901",7,"Brisbane"
"14902",8,"Brisbane"
"14903",7,"Brisbane"
"14904",7,"Brisbane"
"14905",8.9,"Brisbane"
"14906",7,"Brisbane"
"14907",7,"Brisbane"
"14908",6,"Brisbane"
"14909",6,"Brisbane"
"14910",9.9,"Brisbane"
"14911",9.9,"Brisbane"
"14912",7,"Brisbane"
"14913",6,"Brisbane"
"14914",7,"Brisbane"
"14915",8,"Brisbane"
"14916",7,"Brisbane"
"14917",7,"Brisbane"
"14918",8,"Brisbane"
"14919",8,"Brisbane"
"14920",7,"Brisbane"
"14921",6,"Brisbane"
"14922",8.9,"Brisbane"
"14923",5.1,"Brisbane"
"14924",7,"Brisbane"
"14925",8,"Brisbane"
"14926",7,"Brisbane"
"14927",6,"Brisbane"
"14928",6,"Brisbane"
"14929",7,"Brisbane"
"14930",2.9,"Brisbane"
"14931",8,"Brisbane"
"14932",8,"Brisbane"
"14933",7,"Brisbane"
"14934",6,"Brisbane"
"14935",6,"Brisbane"
"14936",5.1,"Brisbane"
"14937",8.9,"Brisbane"
"14938",7,"Brisbane"
"14939",6,"Brisbane"
"14940",6,"Brisbane"
"14941",7,"Brisbane"
"14942",8,"Brisbane"
"14943",7,"Brisbane"
"14944",5.1,"Brisbane"
"14945",7,"Brisbane"
"14946",8,"Brisbane"
"14947",5.1,"Brisbane"
"14948",2.9,"Brisbane"
"14949",5.1,"Brisbane"
"14950",7,"Brisbane"
"14951",7,"Brisbane"
"14952",8,"Brisbane"
"14953",8.9,"Brisbane"
"14954",9.9,"Brisbane"
"14955",8,"Brisbane"
"14956",7,"Brisbane"
"14957",7,"Brisbane"
"14958",6,"Brisbane"
"14959",7,"Brisbane"
"14960",5.1,"Brisbane"
"14961",6,"Brisbane"
"14962",6,"Brisbane"
"14963",8,"Brisbane"
"14964",8,"Brisbane"
"14965",6,"Brisbane"
"14966",7,"Brisbane"
"14967",5.1,"Brisbane"
"14968",7,"Brisbane"
"14969",6,"Brisbane"
"14970",8,"Brisbane"
"14971",8.9,"Brisbane"
"14972",7,"Brisbane"
"14973",6,"Brisbane"
"14974",12,"Brisbane"
"14975",8.9,"Brisbane"
"14976",8,"Brisbane"
"14977",5.1,"Brisbane"
"14978",7,"Brisbane"
"14979",8,"Brisbane"
"14980",8,"Brisbane"
"14981",8,"Brisbane"
"14982",9.9,"Brisbane"
"14983",8,"Brisbane"
"14984",8,"Brisbane"
"14985",8,"Brisbane"
"14986",8,"Brisbane"
"14987",7,"Brisbane"
"14988",8,"Brisbane"
"14989",8,"Brisbane"
"14990",7,"Brisbane"
"14991",6,"Brisbane"
"14992",9.9,"Brisbane"
"14993",11.1,"Brisbane"
"14994",11.1,"Brisbane"
"14995",11.1,"Brisbane"
"14996",8.9,"Brisbane"
"14997",9.9,"Brisbane"
"14998",9.9,"Brisbane"
"14999",8,"Brisbane"
"15000",8.9,"Brisbane"
"15001",7,"Brisbane"
"15002",8.9,"Brisbane"
"15003",11.1,"Brisbane"
"15004",8,"Brisbane"
"15005",8,"Brisbane"
"15006",7,"Brisbane"
"15007",7,"Brisbane"
"15008",6,"Brisbane"
"15009",6,"Brisbane"
"15010",6,"Brisbane"
"15011",8,"Brisbane"
"15012",7,"Brisbane"
"15013",8,"Brisbane"
"15014",8.9,"Brisbane"
"15015",8.9,"Brisbane"
"15016",5.1,"Brisbane"
"15017",7,"Brisbane"
"15018",8,"Brisbane"
"15019",8,"Brisbane"
"15020",8.9,"Brisbane"
"15021",9.9,"Brisbane"
"15022",8.9,"Brisbane"
"15023",8,"Brisbane"
"15024",7,"Brisbane"
"15025",7,"Brisbane"
"15026",8.9,"Brisbane"
"15027",7,"Brisbane"
"15028",7,"Brisbane"
"15029",11.1,"Brisbane"
"15030",8,"Brisbane"
"15031",7,"Brisbane"
"15032",7,"Brisbane"
"15033",7,"Brisbane"
"15034",8.9,"Brisbane"
"15035",9.9,"Brisbane"
"15036",8.9,"Brisbane"
"15037",9.9,"Brisbane"
"15038",8,"Brisbane"
"15039",9.9,"Brisbane"
"15040",8,"Brisbane"
"15041",5.1,"Brisbane"
"15042",6,"Brisbane"
"15043",8,"Brisbane"
"15044",5.1,"Brisbane"
"15045",8,"Brisbane"
"15046",11.1,"Brisbane"
"15047",5.1,"Brisbane"
"15048",7,"Brisbane"
"15049",7,"Brisbane"
"15050",6,"Brisbane"
"15051",8.9,"Brisbane"
"15052",12,"Brisbane"
"15053",8,"Brisbane"
"15054",6,"Brisbane"
"15055",4.1,"Brisbane"
"15056",4.1,"Brisbane"
"15057",8,"Brisbane"
"15058",7,"Brisbane"
"15059",7,"Brisbane"
"15060",6,"Brisbane"
"15061",5.1,"Brisbane"
"15062",4.1,"Brisbane"
"15063",6,"Brisbane"
"15064",7,"Brisbane"
"15065",8,"Brisbane"
"15066",6,"Brisbane"
"15067",2.9,"Brisbane"
"15068",5.1,"Brisbane"
"15069",5.1,"Brisbane"
"15070",4.1,"Brisbane"
"15071",8,"Brisbane"
"15072",5.1,"Brisbane"
"15073",4.1,"Brisbane"
"15074",4.1,"Brisbane"
"15075",4.1,"Brisbane"
"15076",5.1,"Brisbane"
"15077",2.9,"Brisbane"
"15078",4.1,"Brisbane"
"15079",5.1,"Brisbane"
"15080",2.9,"Brisbane"
"15081",2.9,"Brisbane"
"15082",8,"Brisbane"
"15083",1.9,"Brisbane"
"15084",4.1,"Brisbane"
"15085",8.9,"Brisbane"
"15086",7,"Brisbane"
"15087",4.1,"Brisbane"
"15088",4.1,"Brisbane"
"15089",11.1,"Brisbane"
"15090",11.1,"Brisbane"
"15091",12,"Brisbane"
"15092",5.1,"Brisbane"
"15093",5.1,"Brisbane"
"15094",7,"Brisbane"
"15095",7,"Brisbane"
